"ID","Meal.Plan.Description","Term.Session.Description","Room.Location.Description","Price.Year"
967630241,"Campanile","Spring 2024","Off Campus",3740
957740390,"25 Meal Blocks","Spring 2024","Frederiksen Court",320
997750364,"Cardinal","Spring 2024","Buchanan Hall",4864
907700411,"Cardinal","Spring 2024","Oak Hall",4864
977840445,"Campanile","Spring 2024","Frederiksen Court",3740
997160499,"Gold","Spring 2024","Geoffroy Hall",4570
947850575,"Cardinal","Spring 2024","Larch Hall",4864
967890519,"Cardinal","Spring 2024","Friley Hall",4864
987980505,"Cardinal","Spring 2024","Wilson Hall",4864
977270892,"Cardinal","Spring 2024","Willow Hall",4864
907260905,"Cardinal","Spring 2024","Wilson Hall",4864
937290978,"Cardinal","Spring 2024","Maple Hall",4864
87611284,"Cardinal","Spring 2024","Maple Hall",4864
57181344,"Gold","Spring 2024","Maple Hall",4570
37061737,"Gold","Spring 2024","Friley Hall",4570
7941914,"Cardinal","Spring Only 2024","Birch Hall",NA
57241999,"Cardinal","Spring Only 2024","Buchanan Hall",NA
127321078,"Cardinal","Spring 2024","Friley Hall",4864
167451020,"Cardinal","Spring 2024","Friley Hall",4864
107531255,"Gold","Spring 2024","Roberts Hall",4570
177621212,"Cardinal","Spring 2024","Off Campus",4864
277331027,"Cardinal","Spring 2024","Larch Hall",4864
207451174,"Cardinal","Spring 2024","Off Campus",4864
247471178,"Campanile","Spring 2024","Frederiksen Court",3740
217551201,"50 Meal Blocks","Spring 2024","Off Campus",625
297651223,"Cardinal","Spring 2024","Maple Hall",4864
257631359,"Cardinal","Spring 2024","Buchanan Hall",4864
277701302,"Gold","Spring 2024","Barton Hall",4570
297791392,"Cardinal","Spring 2024","Helser Hall",4864
217051711,"50 Meal Blocks","Spring 2024","Off Campus",625
227041725,"Cardinal","Spring 2024","Friley Hall",4864
237261997,"Cardinal","Spring 2024","Freeman Hall",4864
277221917,"Gold","Spring 2024","Geoffroy Hall",4570
287321952,"100 Meal Blocks","Spring 2024","Off Campus",1225
397501194,"Cardinal","Spring 2024","Helser Hall",4864
317861515,"Gold","Spring 2024","Geoffroy Hall",4570
317941660,"Cardinal","Spring 2024","Friley Hall",4864
367031706,"Campanile","Spring 2024","University Village",3740
437481107,"Cardinal","Spring 2024","Geoffroy Hall",4864
407591244,"Cardinal","Spring 2024","Helser Hall",4864
417691300,"Cardinal","Spring 2024","Roberts Hall",4864
467721381,"Cardinal","Spring 2024","Buchanan Hall",4864
467041671,"Cardinal","Spring 2024","Larch Hall",4864
467141761,"Gold","Spring 2024","Helser Hall",4570
477621948,"Cardinal","Spring 2024","Friley Hall",4864
527881258,"Gold","Spring 2024","Oak Hall",4570
567841480,"Cardinal","Spring 2024","Birch Hall",4864
587891430,"Cardinal","Spring 2024","Willow Hall",4864
557821508,"Gold","Spring 2024","Welch Hall",4570
577991550,"Gold","Spring 2024","Off Campus",4570
537091788,"Cardinal","Spring Only 2024","Helser Hall",NA
587221918,"Gold","Spring 2024","Wilson Hall",4570
677481051,"Campanile","Spring 2024","Frederiksen Court",3740
617661186,"Cardinal","Spring 2024","Geoffroy Hall",4864
657561285,"25 Meal Blocks","Spring 2024","University Village",320
617611396,"Gold","Spring 2024","Martin Hall",4570
657671388,"100 Meal Blocks","Spring 2024","Off Campus",1225
627261906,"Campanile","Spring 2024","Wallace Hall",3740
677221988,"Campanile","Spring 2024","Frederiksen Court",3740
727311012,"Cardinal","Spring 2024","Welch Hall",4864
787761489,"Campanile","Spring 2024","Wallace Hall",3740
717001756,"Cardinal","Spring 2024","Larch Hall",4864
797061748,"Gold","Spring 2024","Friley Hall",4570
717251985,"Gold","Spring 2024","Martin Hall",4570
807361054,"Cardinal","Spring 2024","Geoffroy Hall",4864
867711350,"Cardinal","Spring 2024","Frederiksen Court",4864
847791437,"25 Meal Blocks","Spring 2024","Wilson Hall",320
857791434,"Cardinal","Spring 2024","Friley Hall",4864
857811549,"Cardinal","Spring 2024","Geoffroy Hall",4864
817951655,"Gold","Spring 2024","Lyon Hall",4570
807071713,"Cardinal","Spring 2024","Elm Hall",4864
877121710,"Cardinal","Spring 2024","Lyon Hall",4864
997591182,"Campanile","Spring 2024","Frederiksen Court",3740
957091748,"50 Meal Blocks","Spring 2024","Off Campus",625
927201926,"Gold","Spring 2024","Geoffroy Hall",4570
927211976,"Gold","Spring 2024","Geoffroy Hall",4570
977371991,"Gold","Spring 2024","Geoffroy Hall",4570
37592216,"Gold","Spring 2024","Oak Hall",4570
37692346,"Cardinal","Spring 2024","Larch Hall",4864
67732350,"Cardinal","Spring 2024","Geoffroy Hall",4864
37942667,"100 Meal Blocks","Spring 2024","Off Campus",1225
87912688,"50 Meal Blocks","Spring 2024","Off Campus",625
37192877,"Cardinal","Spring 2024","Buchanan Hall",4864
147372017,"Cardinal","Spring 2024","Geoffroy Hall",4864
197532193,"Cardinal","Spring 2024","Buchanan Hall",4864
147572243,"Cardinal","Spring Only 2024","Maple Hall",NA
187842462,"Cardinal","Spring 2024","Birch Hall",4864
107812574,"Cardinal","Spring 2024","Geoffroy Hall",4864
127952615,"Cardinal","Spring 2024","Welch Hall",4864
147952688,"Cardinal","Spring 2024","Maple Hall",4864
167982655,"Cardinal","Spring 2024","Friley Hall",4864
117092784,"Cardinal","Spring 2024","Friley Hall",4864
127362877,"Campanile","Spring 2024","Wallace Hall",3740
157232918,"Campanile","Spring 2024","Off Campus",3740
167322960,"Gold","Spring 2024","Geoffroy Hall",4570
207512244,"Gold","Spring 2024","Willow Hall",4570
257522288,"Cardinal","Spring 2024","Willow Hall",4864
297882481,"Cardinal","Spring 2024","Maple Hall",4864
257812549,"Cardinal","Spring 2024","Willow Hall",4864
287022651,"Gold","Spring 2024","Geoffroy Hall",4570
327132001,"Cardinal","Spring 2024","Friley Hall",4864
317542264,"Gold","Spring 2024","Eaton Hall",4570
337552206,"Gold","Spring Only 2024","Off Campus",NA
357642399,"Cardinal","Spring Only 2024","Wilson Hall",NA
327832504,"50 Meal Blocks","Spring 2024","Frederiksen Court",625
307062774,"Cardinal","Spring 2024","Martin Hall",4864
487662282,"Cardinal","Spring 2024","Oak Hall",4864
417702455,"Gold","Spring 2024","Welch Hall",4570
497912583,"Cardinal","Spring 2024","Willow Hall",4864
437292966,"Cardinal","Spring 2024","Helser Hall",4864
447242917,"Cardinal","Spring 2024","Maple Hall",4864
527562235,"Gold","Spring 2024","Martin Hall",4570
527662381,"Cardinal","Spring 2024","Off Campus",4864
547672335,"Cardinal","Spring 2024","Friley Hall",4864
577792320,"Campanile","Spring 2024","Frederiksen Court",3740
547732428,"Cardinal","Spring 2024","Larch Hall",4864
537082783,"Cardinal","Spring 2024","Friley Hall",4864
587152731,"Cardinal","Spring 2024","Elm Hall",4864
587232778,"50 Meal Blocks","Spring 2024","University Village",625
547282986,"Cardinal","Spring 2024","Larch Hall",4864
657462165,"Campanile","Spring 2024","Frederiksen Court",3740
667472165,"Cardinal","Spring 2024","Buchanan Hall",4864
697612261,"Cardinal","Spring 2024","Lyon Hall",4864
667632399,"Cardinal","Spring 2024","Buchanan Hall",4864
657732454,"Gold","Spring 2024","Martin Hall",4570
677782409,"Cardinal","Spring 2024","Friley Hall",4864
607892512,"Cardinal","Spring 2024","Eaton Hall",4864
647892583,"Campanile","Spring 2024","Frederiksen Court",3740
667922615,"Gold","Spring 2024","Wallace Hall",4570
697152858,"Cardinal","Spring 2024","Off Campus",4864
607202990,"Cardinal","Spring 2024","Larch Hall",4864
637262905,"Cardinal","Spring 2024","Helser Hall",4864
717372064,"Cardinal","Spring 2024","Willow Hall",4864
727402156,"Cardinal","Spring 2024","Wilson Hall",4864
747452187,"Cardinal","Spring 2024","Geoffroy Hall",4864
727502284,"Cardinal","Spring 2024","Welch Hall",4864
757532268,"Cardinal","Spring 2024","Oak Hall",4864
727692303,"Cardinal","Spring 2024","Friley Hall",4864
727662355,"Cardinal","Spring 2024","Maple Hall",4864
737602387,"Campanile","Spring 2024","Larch Hall",3740
757052798,"Cardinal","Spring 2024","Linden Hall",4864
737192886,"Cardinal","Spring 2024","Barton Hall",4864
757132899,"Cardinal","Spring 2024","Eaton Hall",4864
707262902,"Cardinal","Spring 2024","Oak Hall",4864
797792924,"50 Meal Blocks","Spring 2024","Frederiksen Court",625
877482125,"Gold","Spring 2024","Welch Hall",4570
837502212,"Gold","Spring Only 2024","Wallace Hall",NA
887692281,"Cardinal","Spring 2024","Friley Hall",4864
887792320,"Cardinal","Spring 2024","Oak Hall",4864
897732362,"Gold","Spring 2024","Buchanan Hall",4570
807712490,"Cardinal","Spring 2024","Linden Hall",4864
807722539,"Campanile","Spring 2024","Off Campus",3740
857412569,"Cardinal","Spring 2024","Willow Hall",4864
847002778,"Cardinal","Spring 2024","Linden Hall",4864
837152826,"Gold","Spring 2024","Willow Hall",4570
847162877,"Gold","Spring 2024","Birch Hall",4570
877392960,"Cardinal","Spring 2024","Welch Hall",4864
927452155,"Campanile","Spring 2024","Frederiksen Court",3740
977612220,"Gold","Spring 2024","Geoffroy Hall",4570
957792403,"Cardinal","Spring 2024","Larch Hall",4864
927952608,"Gold","Spring 2024","Friley Hall",4570
957042768,"Cardinal","Spring 2024","Larch Hall",4864
947102846,"Cardinal","Spring 2024","Friley Hall",4864
917292993,"Cardinal","Spring 2024","Elm Hall",4864
957272903,"Cardinal","Spring 2024","Helser Hall",4864
957272988,"Gold","Spring 2024","Helser Hall",4570
37363015,"Cardinal","Spring 2024","Geoffroy Hall",4864
47363087,"Cardinal","Spring 2024","Friley Hall",4864
47313098,"50 Meal Blocks","Spring 2024","Off Campus",625
67403135,"Cardinal","Spring 2024","Geoffroy Hall",4864
97513151,"Campanile","Spring 2024","Frederiksen Court",3740
87573219,"Campanile","Spring 2024","Off Campus",3740
7643331,"Gold","Spring 2024","Martin Hall",4570
37673356,"Cardinal","Spring 2024","Geoffroy Hall",4864
37693376,"Campanile","Spring 2024","Wallace Hall",3740
37603387,"Campanile","Spring 2024","Off Campus",3740
77943550,"Cardinal","Spring 2024","Welch Hall",4864
17893659,"Gold","Spring 2024","Buchanan Hall",4570
57013708,"Cardinal","Spring 2024","Maple Hall",4864
17103873,"Campanile","Spring 2024","Frederiksen Court",3740
87273891,"Gold","Spring 2024","Elm Hall",4570
157493146,"Cardinal","Spring 2024","Willow Hall",4864
197713342,"Gold","Spring 2024","Oak Hall",4570
187873440,"Gold","Spring 2024","Geoffroy Hall",4570
127993624,"Cardinal","Spring 2024","Friley Hall",4864
137083786,"Gold","Spring 2024","Lyon Hall",4570
107103822,"Cardinal","Spring 2024","Larch Hall",4864
137273995,"Cardinal","Spring 2024","Roberts Hall",4864
147283926,"Campanile","Spring 2024","Off Campus",3740
277453040,"Gold","Spring 2024","Buchanan Hall",4570
227403164,"Gold","Spring 2024","Oak Hall",4570
237763405,"Gold","Spring 2024","Buchanan Hall",4570
257873557,"Gold","Spring 2024","Elm Hall",4570
267993638,"Campanile","Spring 2024","Friley Hall",3740
207043793,"Gold","Spring 2024","Maple Hall",4570
227073764,"Cardinal","Spring 2024","Helser Hall",4864
247153865,"Cardinal","Spring 2024","Friley Hall",4864
317443194,"Cardinal","Spring Only 2024","Roberts Hall",NA
387433167,"50 Meal Blocks","Spring 2024","Off Campus",625
327643395,"Gold","Spring 2024","Martin Hall",4570
327883534,"50 Meal Blocks","Spring 2024","Off Campus",625
357853598,"Cardinal","Spring 2024","Friley Hall",4864
387843588,"Gold","Spring 2024","Larch Hall",4570
347953667,"Cardinal","Spring 2024","Martin Hall",4864
397223947,"Campanile","Spring 2024","Frederiksen Court",3740
407353012,"Cardinal","Spring Only 2024","Eaton Hall",NA
417633051,"Cardinal","Spring 2024","Willow Hall",4864
407473269,"50 Meal Blocks","Spring 2024","Frederiksen Court",625
417543294,"Cardinal","Spring 2024","Friley Hall",4864
437603326,"Cardinal","Spring 2024","Buchanan Hall",4864
447603316,"Campanile","Spring 2024","Frederiksen Court",3740
417903643,"Cardinal","Spring 2024","Martin Hall",4864
487093670,"Cardinal","Spring 2024","Geoffroy Hall",4864
417263973,"Gold","Spring 2024","Geoffroy Hall",4570
477203919,"Cardinal","Spring 2024","Martin Hall",4864
507503223,"Cardinal","Spring 2024","Oak Hall",4864
537503276,"Cardinal","Spring 2024","Martin Hall",4864
517993623,"Gold","Spring 2024","Maple Hall",4570
557933643,"Cardinal","Spring 2024","Friley Hall",4864
597133711,"Campanile","Spring Only 2024","Wilson Hall",NA
527753961,"Campanile","Spring 2024","Frederiksen Court",3740
557233957,"Cardinal","Spring 2024","Geoffroy Hall",4864
577283969,"Cardinal","Spring 2024","Helser Hall",4864
607303022,"Cardinal","Spring 2024","Eaton Hall",4864
627743414,"Cardinal","Spring 2024","Oak Hall",4864
647823597,"Gold","Spring 2024","Martin Hall",4570
647983656,"Cardinal","Spring 2024","Lyon Hall",4864
697343971,"Campanile","Spring 2024","Off Campus",3740
737463105,"Gold","Spring 2024","Wilson Hall",4570
737463113,"Cardinal","Spring 2024","Geoffroy Hall",4864
747593276,"Gold","Spring 2024","Helser Hall",4570
787663366,"Gold","Spring 2024","Buchanan Hall",4570
727993604,"Gold","Spring 2024","Geoffroy Hall",4570
757953666,"Campanile","Spring 2024","Birch Hall",3740
747253916,"Cardinal","Spring 2024","Oak Hall",4864
807503079,"Gold","Spring 2024","Elm Hall",4570
887773391,"Cardinal","Spring 2024","Larch Hall",4864
837963625,"Cardinal","Spring 2024","Oak Hall",4864
837193865,"Gold","Spring 2024","Maple Hall",4570
897283811,"Cardinal","Spring 2024","Larch Hall",4864
807113975,"Gold","Spring 2024","Frederiksen Court",4570
927443154,"Campanile","Spring 2024","Martin Hall",3740
987743310,"Gold","Spring 2024","Geoffroy Hall",4570
997753390,"Campanile","Spring 2024","Frederiksen Court",3740
967703458,"Cardinal","Spring 2024","Helser Hall",4864
957033787,"Cardinal","Spring 2024","Friley Hall",4864
17344063,"Cardinal","Spring 2024","Geoffroy Hall",4864
77874226,"Cardinal","Spring 2024","Wilson Hall",4864
87614230,"Cardinal","Spring 2024","Helser Hall",4864
57684367,"Cardinal","Spring 2024","Friley Hall",4864
87764429,"Cardinal","Spring 2024","Larch Hall",4864
7854505,"Gold","Spring 2024","Larch Hall",4570
27584671,"Campanile","Spring 2024","Helser Hall",3740
57964693,"Cardinal","Spring 2024","Helser Hall",4864
87034650,"50 Meal Blocks","Spring 2024","Frederiksen Court",625
117344012,"Cardinal","Spring 2024","Maple Hall",4864
107414132,"Cardinal","Spring 2024","Frederiksen Court",4864
187624200,"Cardinal","Spring 2024","Wilson Hall",4864
187604270,"Cardinal","Spring 2024","Eaton Hall",4864
127804383,"Cardinal","Spring 2024","Larch Hall",4864
177834312,"Campanile","Spring 2024","Frederiksen Court",3740
117824593,"Campanile","Spring 2024","Off Campus",3740
167894517,"Cardinal","Spring 2024","Wilson Hall",4864
137274994,"Campanile","Spring 2024","University Village",3740
207444132,"Campanile","Spring 2024","Off Campus",3740
217764518,"Campanile","Spring 2024","Off Campus",3740
307344092,"Cardinal","Spring 2024","Geoffroy Hall",4864
347584225,"Gold","Spring 2024","Eaton Hall",4570
307604382,"Cardinal","Spring 2024","Friley Hall",4864
307884582,"Cardinal","Spring 2024","Buchanan Hall",4864
357864516,"Cardinal","Spring 2024","Friley Hall",4864
377894588,"Cardinal","Spring 2024","Friley Hall",4864
357914667,"Cardinal","Spring 2024","Helser Hall",4864
397144700,"Cardinal","Spring 2024","Geoffroy Hall",4864
317234983,"Cardinal","Spring 2024","Maple Hall",4864
357204973,"Cardinal","Spring 2024","Larch Hall",4864
447664386,"Campanile","Spring 2024","Buchanan Hall",3740
467604369,"Campanile","Spring 2024","Off Campus",3740
497774459,"Campanile","Spring 2024","Wilson Hall",3740
467994646,"Gold","Spring 2024","Welch Hall",4570
437194864,"Cardinal","Spring 2024","Welch Hall",4864
457104888,"50 Meal Blocks","Spring 2024","Off Campus",625
597404060,"50 Meal Blocks","Spring 2024","Frederiksen Court",625
557564265,"Gold","Spring 2024","Off Campus",4570
557594266,"Cardinal","Spring 2024","Maple Hall",4864
557684356,"Campanile","Spring 2024","Wallace Hall",3740
597634316,"50 Meal Blocks","Spring 2024","Off Campus",625
577234977,"Cardinal","Spring 2024","Geoffroy Hall",4864
677574140,"Cardinal","Spring 2024","Wilson Hall",4864
657544226,"Cardinal","Spring 2024","Eaton Hall",4864
617664342,"Cardinal","Spring 2024","Helser Hall",4864
697084670,"Cardinal","Spring 2024","Larch Hall",4864
627244759,"Gold","Spring 2024","Helser Hall",4570
697084725,"Cardinal","Spring 2024","Helser Hall",4864
607114947,"25 Meal Blocks","Spring 2024","Off Campus",320
747304096,"Gold","Spring 2024","Maple Hall",4570
787974040,"Cardinal","Spring 2024","Martin Hall",4864
787534061,"Campanile","Spring 2024","Frederiksen Court",3740
737804574,"Campanile","Spring 2024","Frederiksen Court",3740
727824639,"Gold","Spring 2024","Geoffroy Hall",4570
757194886,"Cardinal","Spring 2024","Wilson Hall",4864
777124970,"Cardinal","Spring 2024","Maple Hall",4864
787274908,"Cardinal","Spring 2024","Martin Hall",4864
887334058,"Campanile","Spring 2024","Off Campus",3740
847824525,"Cardinal","Spring 2024","Maple Hall",4864
847024701,"Campanile","Spring 2024","Off Campus",3740
877054728,"Gold","Spring 2024","Helser Hall",4570
907404217,"Campanile","Spring 2024","Frederiksen Court",3740
947604321,"25 Meal Blocks","Spring 2024","Off Campus",320
957674392,"Gold","Spring 2024","Larch Hall",4570
987954614,"Cardinal","Spring 2024","Geoffroy Hall",4864
7525231,"Cardinal","Spring 2024","Off Campus",4864
37535254,"Cardinal","Spring 2024","Eaton Hall",4864
37575294,"Cardinal","Spring 2024","Frederiksen Court",4864
17665382,"Cardinal","Spring 2024","Friley Hall",4864
47685365,"Cardinal","Spring 2024","Wilson Hall",4864
17735507,"Cardinal","Spring 2024","Helser Hall",4864
67005783,"Cardinal","Spring 2024","Larch Hall",4864
67005893,"Gold","Spring 2024","Willow Hall",4570
77195857,"Gold","Spring 2024","Oak Hall",4570
127385073,"Gold","Spring 2024","Geoffroy Hall",4570
287165894,"Cardinal","Spring 2024","Lyon Hall",4864
347385095,"Gold","Spring 2024","Buchanan Hall",4570
397375059,"Cardinal","Spring 2024","Helser Hall",4864
377415117,"Campanile","Spring 2024","Friley Hall",3740
317625322,"Gold","Spring 2024","Linden Hall",4570
317645352,"Cardinal","Spring 2024","Wilson Hall",4864
317675382,"Gold","Spring 2024","Friley Hall",4570
327795421,"Campanile","Spring 2024","Frederiksen Court",3740
337705433,"Gold","Spring 2024","Lyon Hall",4570
357735435,"100 Meal Blocks","Spring 2024","Off Campus",1225
397705409,"Campanile","Spring 2024","Frederiksen Court",3740
317865522,"Gold","Spring 2024","Eaton Hall",4570
397905510,"Cardinal","Spring 2024","Eaton Hall",4864
367965683,"Gold","Spring 2024","Geoffroy Hall",4570
377135827,"Cardinal","Spring 2024","Linden Hall",4864
487335017,"Gold","Spring 2024","Maple Hall",4570
427305139,"Cardinal","Spring 2024","Friley Hall",4864
407485209,"50 Meal Blocks","Spring 2024","Frederiksen Court",625
487595218,"Cardinal","Spring 2024","Geoffroy Hall",4864
407615371,"Cardinal","Spring 2024","Maple Hall",4864
447635385,"Cardinal","Spring 2024","Buchanan Hall",4864
487675328,"50 Meal Blocks","Spring 2024","Off Campus",625
417705420,"Cardinal","Spring 2024","Off Campus",4864
487775489,"Cardinal","Spring 2024","Friley Hall",4864
437965623,"Cardinal","Spring 2024","Oak Hall",4864
567605322,"Cardinal","Spring 2024","Geoffroy Hall",4864
567975675,"50 Meal Blocks","Spring 2024","Off Campus",625
577095716,"Gold","Spring 2024","Willow Hall",4570
597125885,"Campanile","Spring 2024","Frederiksen Court",3740
517205951,"Cardinal","Spring 2024","Maple Hall",4864
647325040,"Cardinal","Spring 2024","Birch Hall",4864
667385072,"Campanile","Spring 2024","Off Campus",3740
697575288,"50 Meal Blocks","Spring 2024","Frederiksen Court",625
667755432,"Cardinal","Spring 2024","Friley Hall",4864
647975644,"Gold","Spring 2024","Helser Hall",4570
647935675,"Campanile","Spring 2024","Frederiksen Court",3740
627225942,"Cardinal","Spring 2024","Geoffroy Hall",4864
757355255,"Gold","Spring 2024","Friley Hall",4570
737875593,"Gold","Spring 2024","Geoffroy Hall",4570
747905634,"Cardinal","Spring Only 2024","Friley Hall",NA
777905618,"Gold","Spring 2024","Friley Hall",4570
767095796,"Cardinal","Spring 2024","Willow Hall",4864
737245933,"Gold","Spring 2024","Geoffroy Hall",4570
747235974,"Campanile","Spring 2024","Frederiksen Court",3740
857965624,"Campanile","Spring 2024","Helser Hall",3740
887955677,"Cardinal","Spring 2024","Oak Hall",4864
837095782,"100 Meal Blocks","Spring 2024","Off Campus",1225
837085793,"Cardinal","Spring 2024","Buchanan Hall",4864
867105806,"Cardinal","Spring 2024","Larch Hall",4864
837225912,"Gold","Spring 2024","Geoffroy Hall",4570
947795464,"Cardinal","Spring 2024","Helser Hall",4864
967825526,"Cardinal","Spring 2024","Larch Hall",4864
907895686,"Cardinal","Spring 2024","Geoffroy Hall",4864
987955698,"Cardinal","Spring 2024","Martin Hall",4864
987135898,"Cardinal","Spring 2024","Eaton Hall",4864
997195879,"Cardinal","Spring 2024","Geoffroy Hall",4864
57556235,"Gold","Spring 2024","Frederiksen Court",4570
97716380,"Cardinal","Spring 2024","Friley Hall",4864
47976739,"Cardinal","Spring 2024","Maple Hall",4864
67116812,"Campanile","Spring 2024","Off Campus",3740
27296990,"Gold","Spring 2024","Friley Hall",4570
177486570,"Campanile","Spring 2024","Off Campus",3740
107546728,"Gold","Spring 2024","Willow Hall",4570
137066771,"Cardinal","Spring 2024","Elm Hall",4864
157046743,"Campanile","Spring 2024","Frederiksen Court",3740
107136986,"Cardinal","Spring 2024","Willow Hall",4864
277346093,"Cardinal","Spring 2024","Friley Hall",4864
237506233,"Gold","Spring 2024","Freeman Hall",4570
257526204,"Cardinal","Spring 2024","Martin Hall",4864
247876574,"Gold","Spring 2024","Larch Hall",4570
267316572,"Gold","Spring 2024","Wallace Hall",4570
207946670,"Gold","Spring 2024","Friley Hall",4570
297916765,"Cardinal","Spring 2024","Geoffroy Hall",4864
297296948,"Cardinal","Spring 2024","Geoffroy Hall",4864
397366098,"Cardinal","Spring 2024","Maple Hall",4864
307496239,"Cardinal","Spring 2024","Martin Hall",4864
307546280,"Cardinal","Spring 2024","Friley Hall",4864
317446246,"Campanile","Spring 2024","Off Campus",3740
397896588,"Cardinal","Spring 2024","Helser Hall",4864
387936688,"Cardinal","Spring 2024","Geoffroy Hall",4864
317216896,"Campanile","Spring 2024","Frederiksen Court",3740
347136959,"25 Meal Blocks","Spring 2024","Off Campus",320
417396166,"Campanile","Spring 2024","Wilson Hall",3740
427416111,"Cardinal","Spring 2024","Elm Hall",4864
477486197,"Cardinal","Spring 2024","Geoffroy Hall",4864
417486246,"Campanile","Spring 2024","Martin Hall",3740
427666300,"25 Meal Blocks","Spring 2024","Off Campus",320
437506308,"Gold","Spring 2024","Geoffroy Hall",4570
477656356,"Cardinal","Spring 2024","Frederiksen Court",4864
417806667,"Cardinal","Spring 2024","Maple Hall",4864
417926681,"Gold","Spring 2024","Wallace Hall",4570
447986622,"Campanile","Spring 2024","Frederiksen Court",3740
417916716,"25 Meal Blocks","Spring 2024","Off Campus",320
417976746,"Cardinal","Spring 2024","Elm Hall",4864
457066755,"Cardinal","Spring 2024","Wallace Hall",4864
467506700,"Gold","Spring 2024","Wilson Hall",4570
487036743,"Cardinal","Spring 2024","Geoffroy Hall",4864
407086819,"Cardinal","Spring 2024","Helser Hall",4864
467106866,"Gold","Spring 2024","Geoffroy Hall",4570
437276911,"Cardinal","Spring 2024","Helser Hall",4864
437286982,"Cardinal","Spring 2024","Freeman Hall",4864
507926230,"Cardinal","Spring 2024","Martin Hall",4864
527506241,"Cardinal","Spring Only 2024","Off Campus",NA
557686313,"50 Meal Blocks","Spring 2024","Off Campus",625
527706461,"Campanile","Spring 2024","Wallace Hall",3740
537816573,"Cardinal","Spring 2024","Martin Hall",4864
587096777,"Cardinal","Spring 2024","Buchanan Hall",4864
647596273,"Cardinal","Spring 2024","Larch Hall",4864
647756494,"Cardinal","Spring 2024","Wilson Hall",4864
667896565,"Gold","Spring 2024","Wilson Hall",4570
617976650,"Campanile","Spring 2024","Wilson Hall",3740
617266950,"Gold","Spring 2024","Linden Hall",4570
717326090,"Gold","Spring 2024","Eaton Hall",4570
757616381,"Cardinal","Spring 2024","Helser Hall",4864
727786431,"Cardinal","Spring 2024","Maple Hall",4864
737776578,"Cardinal","Spring 2024","Buchanan Hall",4864
757636557,"Gold","Spring 2024","Willow Hall",4570
707996728,"Cardinal","Spring 2024","Geoffroy Hall",4864
737016712,"Cardinal","Spring 2024","Helser Hall",4864
757026724,"Cardinal","Spring 2024","Maple Hall",4864
727256830,"Cardinal","Spring 2024","Friley Hall",4864
797206872,"Cardinal","Spring 2024","Elm Hall",4864
877386004,"Cardinal","Spring 2024","Welch Hall",4864
817446100,"Cardinal","Spring 2024","Helser Hall",4864
887576237,"Gold","Spring 2024","Buchanan Hall",4570
837706463,"Cardinal","Spring 2024","Maple Hall",4864
887736477,"Cardinal","Spring 2024","Wilson Hall",4864
867946645,"Campanile","Spring 2024","Off Campus",3740
817186880,"Cardinal","Spring 2024","Willow Hall",4864
957446107,"Gold","Spring 2024","Linden Hall",4570
927656498,"Campanile","Spring 2024","University Village",3740
937736472,"Cardinal","Spring 2024","Maple Hall",4864
977796405,"Cardinal","Spring 2024","Eaton Hall",4864
917886590,"Cardinal","Spring 2024","Geoffroy Hall",4864
987886547,"Cardinal","Spring 2024","Willow Hall",4864
907926690,"Cardinal","Spring 2024","Friley Hall",4864
937176820,"Campanile","Spring 2024","Off Campus",3740
937236982,"Cardinal","Spring 2024","Willow Hall",4864
27377020,"Gold","Spring 2024","Larch Hall",4570
27207077,"Cardinal","Spring 2024","Maple Hall",4864
37817532,"Cardinal","Spring 2024","Buchanan Hall",4864
57057780,"Cardinal","Spring 2024","Helser Hall",4864
87007767,"Cardinal","Spring 2024","Maple Hall",4864
57107880,"Cardinal","Spring 2024","Friley Hall",4864
117207086,"Cardinal","Spring 2024","Frederiksen Court",4864
107317197,"Cardinal","Spring 2024","Friley Hall",4864
187427163,"Campanile","Spring 2024","Frederiksen Court",3740
187637346,"Cardinal","Spring 2024","Off Campus",4864
117807559,"Campanile","Spring 2024","Frederiksen Court",3740
117827590,"Cardinal","Spring 2024","Elm Hall",4864
137887572,"Cardinal","Spring 2024","Friley Hall",4864
177897521,"100 Meal Blocks","Spring 2024","Frederiksen Court",1225
127247981,"Cardinal","Spring 2024","Wilson Hall",4864
287347093,"Gold","Spring 2024","Willow Hall",4570
297497126,"50 Meal Blocks","Spring 2024","Off Campus",625
247557221,"Cardinal","Spring 2024","Friley Hall",4864
267567244,"Cardinal","Spring 2024","Helser Hall",4864
287787445,"Gold","Spring 2024","Geoffroy Hall",4570
217767545,"Gold","Spring 2024","Maple Hall",4570
267937603,"Campanile","Spring Only 2024","Off Campus",NA
237047752,"Cardinal","Spring 2024","Martin Hall",4864
217047839,"Cardinal","Spring 2024","Friley Hall",4864
227147801,"Cardinal","Spring 2024","Helser Hall",4864
227007867,"Campanile","Spring 2024","Frederiksen Court",3740
397307064,"Gold","Spring 2024","Buchanan Hall",4570
357407163,"Campanile","Spring 2024","Linden Hall",3740
337657301,"Cardinal","Spring 2024","Buchanan Hall",4864
347757402,"Gold","Spring 2024","Willow Hall",4570
377777495,"Campanile","Spring 2024","Wilson Hall",3740
387927656,"Cardinal","Spring 2024","Friley Hall",4864
387947657,"Cardinal","Spring 2024","Helser Hall",4864
347037793,"Campanile","Spring 2024","Wilson Hall",3740
